"275,-437","0,0","1,-29","45,-124","124,-241","169,-323","186,-372","199,-401","213,-419","225,-429","242,-436"
"-103,-36","0,0","-7,0","-26,-3","-37,-6","-47,-11","-59,-15","-73,-20","-81,-24","-87,-27","-92,-29"
"434,409","0,0","50,29","237,139","396,248","455,311","475,339","488,359","493,371","482,386","445,402"
"328,-290","0,0","17,-36","71,-114","133,-195","185,-235","244,-260","282,-275","291,-282","307,-287","316,-289"
"-826,369","0,0","-120,24","-279,99","-420,196","-534,270","-620,302","-726,325","-766,340","-794,352","-809,360"
"-383,-167","0,0","-38,-7","-157,-34","-244,-70","-290,-101","-320,-125","-333,-135","-347,-145","-366,-154","-377,-161"
"-447,425","0,0","-59,35","-174,117","-293,219","-354,276","-376,324","-390,365","-409,389","-426,403","-439,413"
"-168,-129","0,0","-13,-12","-44,-37","-73,-60","-97,-81","-111,-92","-118,-98","-127,-103","-141,-112","-158,-119"
"60,-302","0,0","2,-20","16,-79","50,-186","68,-250","70,-281","70,-297","69,-306","67,-313","63,-307"
"-374,-361","0,0","-11,-12","-62,-77","-176,-173","-269,-237","-301,-271","-320,-295","-338,-317","-353,-330","-359,-336"
"774,345","0,0","118,58","452,193","556,238","583,255","642,287","690,311","720,327","738,334","760,342"
"326,472","0,0","11,19","90,90","201,216","257,314","284,377","296,411","304,432","310,446","320,463"
"-371,346","0,0","-12,9","-99,63","-246,165","-296,240","-317,292","-331,324","-339,340","-356,351","-367,353"
"-391,321","0,0","-12,16","-99,78","-221,159","-287,209","-315,248","-327,273","-342,290","-356,301","-374,313"
"587,-407","0,0","75,-35","257,-126","324,-205","368,-270","414,-311","461,-345","524,-370","572,-389","588,-397"
"-182,36","0,0","-27,11","-99,32","-157,43","-179,48","-186,51","-194,52","-198,51","-194,41","-189,37"
"-166,-70","0,0","-11,-6","-40,-21","-71,-34","-93,-46","-104,-53","-112,-57","-120,-60","-133,-62","-151,-66"
"256,211","0,0","18,17","100,79","174,143","183,164","186,175","192,183","225,196","247,206","256,211"
"214,-39","0,0","4,-8","39,-19","104,-33","166,-47","198,-53","206,-55","210,-52","210,-46","211,-41"
"-827,-258","0,0","-97,-14","-267,-56","-355,-103","-428,-140","-515,-174","-593,-200","-673,-226","-745,-239","-809,-252"
"-113,-472","0,0","-14,-38","-29,-124","-47,-224","-59,-295","-71,-355","-94,-419","-117,-459","-129,-478","-122,-478"
"108,-259","0,0","18,-29","63,-98","87,-152","90,-184","91,-206","94,-221","98,-232","102,-238","106,-245"
"170,253","0,0","9,16","38,54","92,111","157,176","180,204","185,216","187,225","186,235","174,247"
"197,219","0,0","12,16","75,68","143,130","170,163","174,172","176,178","180,186","180,192","184,202"
"690,-287","0,0","14,-6","146,-80","463,-210","620,-281","673,-309","707,-322","718,-324","724,-313","712,-297"
"-310,390","0,0","-38,35","-102,114","-139,198","-170,267","-202,316","-236,345","-273,367","-298,382","-310,390"
"-341,-95","0,0","-20,-5","-141,-29","-282,-58","-339,-71","-357,-80","-360,-84","-358,-90","-354,-92","-347,-94"
"237,225","0,0","13,11","75,51","157,114","198,150","212,167","215,175","215,180","221,195","233,215"
"738,346","0,0","104,44","396,161","494,213","519,230","574,251","631,271","658,297","684,320","717,334"
"-565,-16","0,0","-77,0","-280,-23","-377,-39","-409,-39","-458,-33","-498,-25","-513,-18","-533,-11","-552,-11"
"586,-34","0,0","57,-21","286,-67","506,-78","546,-78","552,-66","560,-46","567,-35","574,-34","580,-34"
"85,-456","0,0","13,-32","96,-153","116,-239","107,-321","105,-374","97,-403","87,-425","85,-436","85,-446"
"-513,454","0,0","-46,34","-220,166","-397,307","-468,386","-499,409","-509,416","-513,425","-514,439","-513,454"
"714,-337","0,0","17,-26","213,-110","416,-192","512,-235","612,-267","648,-278","665,-290","674,-305","706,-325"
"246,387","0,0","12,37","56,125","75,186","111,233","156,277","176,295","203,330","239,375","246,387"
"235,352","0,0","13,16","53,60","118,145","179,240","202,293","207,314","210,326","216,339","222,349"
"-422,130","0,0","-60,23","-229,84","-327,132","-356,148","-376,154","-388,155","-422,145","-430,135","-431,125"
"440,-215","0,0","70,-44","259,-133","290,-148","330,-166","362,-187","368,-198","388,-205","405,-207","423,-211"
"-172,-45","0,0","-11,-4","-37,-14","-64,-20","-88,-26","-100,-29","-120,-34","-133,-37","-151,-40","-162,-43"
"-861,-182","0,0","-238,-44","-549,-107","-636,-125","-663,-129","-741,-134","-808,-140","-827,-148","-846,-161","-853,-176"
"859,-30","0,0","141,-11","385,-11","512,-11","628,-11","702,-11","776,-11","809,-13","834,-20","849,-26"
"-482,475","0,0","-26,6","-326,148","-492,276","-517,316","-531,348","-520,401","-512,432","-502,451","-490,466"
"631,218","0,0","27,11","172,49","401,96","548,150","566,158","569,163","578,175","610,195","625,211"
"-630,-415","0,0","-40,-41","-286,-197","-404,-264","-480,-307","-526,-340","-548,-363","-588,-384","-607,-393","-620,-402"
"702,154","0,0","59,0","458,18","702,70","710,78","723,91","735,113","735,136","730,147","715,148"
"181,-326","0,0","19,-25","67,-83","108,-153","133,-205","144,-231","157,-260","166,-286","174,-305","180,-319"
"453,206","0,0","78,34","242,102","253,115","289,132","374,155","401,164","410,170","428,184","442,192"
"391,-450","0,0","28,-30","159,-140","265,-242","302,-321","320,-357","326,-378","332,-401","343,-423","359,-436"
"-516,329","0,0","-69,55","-188,161","-258,245","-316,305","-366,332","-408,335","-488,335","-516,335","-524,335"
"593,-393","0,0","64,-58","185,-141","250,-209","315,-270","380,-323","432,-355","492,-369","517,-375","552,-384"
"744,244","0,0","170,35","608,123","623,139","633,180","648,208","687,228","703,234","732,240","744,244"
"-852,-490","0,0","-54,-34","-318,-182","-540,-286","-639,-333","-711,-376","-756,-439","-778,-463","-815,-478","-832,-485"
"-456,-47","0,0","-31,-4","-148,-28","-227,-44","-296,-55","-331,-55","-383,-55","-410,-55","-421,-55","-439,-51"
"-175,-196","0,0","-17,-20","-61,-69","-97,-122","-119,-151","-133,-165","-143,-171","-149,-179","-154,-186","-161,-189"
"-259,-313","0,0","-28,-38","-103,-150","-126,-204","-136,-228","-144,-241","-169,-257","-193,-275","-211,-286","-233,-300"
"-405,215","0,0","-9,11","-69,52","-142,95","-211,146","-269,180","-301,196","-331,203","-358,209","-388,215"
"-410,-115","0,0","-26,-10","-126,-34","-219,-57","-300,-75","-349,-85","-366,-89","-382,-92","-399,-100","-404,-108"
"-248,-256","0,0","-13,-19","-61,-78","-132,-153","-183,-198","-210,-221","-217,-229","-232,-238","-245,-249","-248,-256"
"96,243","0,0","-1,5","7,29","22,63","51,109","78,156","93,189","98,212","98,223","98,231"
"-692,480","0,0","-23,30","-212,149","-354,239","-432,301","-491,347","-559,387","-622,435","-665,467","-679,477"
"-733,174","0,0","-35,8","-228,29","-458,62","-558,82","-580,89","-590,95","-616,111","-665,135","-709,161"
"-630,55","0,0","-8,0","-52,0","-199,0","-408,0","-537,0","-599,8","-627,15","-633,22","-636,33"
"861,378","0,0","49,36","351,161","591,271","652,299","712,317","804,342","831,355","842,363","847,370"
"185,387","0,0","-4,6","-2,34","53,145","122,275","134,325","135,337","139,348","151,364","177,381"
"730,157","0,0","21,2","133,26","318,62","437,86","501,99","567,112","648,129","698,141","734,153"
"-846,119","0,0","-156,9","-676,9","-806,32","-860,48","-905,50","-904,77","-886,101","-872,105","-860,109"
"717,247","0,0","62,15","432,107","592,160","601,166","624,180","646,204","676,225","694,238","706,242"
"-479,-159","0,0","-7,-1","-47,-17","-162,-50","-282,-83","-344,-101","-376,-113","-411,-127","-447,-143","-466,-152"
"790,489","0,0","72,43","354,212","542,329","564,348","599,366","639,386","702,415","763,455","794,480"
"-191,385","0,0","-6,13","-33,51","-63,114","-92,195","-134,267","-162,315","-178,341","-185,355","-189,370"
"419,137","0,0","17,7","142,33","320,70","378,83","383,89","398,103","420,120","422,126","422,131"
"893,352","0,0","77,25","486,168","764,284","783,299","785,306","791,315","826,332","863,351","871,355"
"-456,77","0,0","-29,-1","-186,-1","-333,-1","-377,4","-386,9","-391,12","-397,23","-421,45","-444,64"
"-823,-38","0,0","-55,-4","-232,-16","-490,-16","-645,-20","-717,-20","-756,-20","-778,-20","-792,-22","-811,-30"
"457,510","0,0","6,18","97,117","301,297","331,355","362,407","385,455","403,482","429,503","443,513"
"408,459","0,0","51,22","240,134","367,262","394,336","396,375","396,403","394,424","394,433","396,441"
"-570,-307","0,0","-11,-9","-103,-48","-294,-125","-379,-167","-429,-200","-462,-223","-505,-240","-539,-260","-569,-288"
"679,151","0,0","134,26","373,76","420,88","465,102","513,111","533,118","607,130","660,141","671,146"
"-588,-379","0,0","-9,-16","-158,-113","-398,-221","-492,-266","-533,-292","-566,-317","-579,-337","-585,-356","-587,-368"
"200,172","0,0","16,17","73,57","132,96","152,112","156,119","172,130","183,141","190,153","196,164"
"-379,-160","0,0","-18,-11","-102,-52","-220,-100","-295,-131","-319,-141","-334,-149","-348,-156","-363,-160","-372,-160"
"-252,-349","0,0","-9,-17","-61,-76","-129,-165","-176,-233","-196,-266","-209,-284","-225,-307","-240,-332","-246,-341"
"-891,43","0,0","-146,8","-287,8","-406,19","-565,37","-732,37","-762,37","-791,33","-838,33","-868,38"
"-295,-300","0,0","-18,-19","-61,-87","-133,-147","-168,-198","-193,-240","-225,-265","-249,-287","-264,-294","-280,-299"
"760,-427","0,0","95,-44","335,-142","455,-226","516,-284","562,-328","595,-355","630,-379","698,-407","752,-422"
"-621,131","0,0","-39,9","-211,43","-420,86","-537,109","-585,123","-616,137","-643,147","-637,145","-620,132"
"655,-384","0,0","222,-95","374,-172","446,-228","521,-274","563,-304","581,-328","594,-350","621,-375","642,-384"
"-33,-337","0,0","-3,-73","-5,-144","-5,-183","-2,-210","-4,-232","-10,-253","-15,-283","-19,-316","-22,-328"
"433,152","0,0","42,14","166,40","222,59","277,82","330,103","371,121","396,133","409,141","424,148"
"-779,400","0,0","-59,42","-167,116","-304,189","-433,240","-534,282","-609,308","-665,333","-715,361","-751,386"
"-524,325","0,0","-19,9","-68,36","-172,91","-296,162","-364,210","-386,228","-429,257","-471,289","-499,311"
"367,-37","0,0","56,-6","116,-10","161,-18","194,-25","230,-32","277,-36","310,-36","330,-36","343,-36"
"354,-483","0,0","92,-48","152,-103","177,-166","212,-242","253,-303","295,-355","319,-383","339,-431","343,-468"
"509,-371","0,0","38,-26","221,-118","332,-199","386,-255","423,-295","451,-336","468,-358","482,-369","496,-374"
"822,196","0,0","70,20","406,89","566,121","609,136","650,152","671,162","722,175","785,189","822,196"
"195,158","0,0","13,11","72,45","114,65","129,75","147,92","162,112","174,129","180,139","189,150"
"644,-132","0,0","64,-14","221,-41","298,-59","380,-77","462,-94","546,-110","596,-121","614,-127","630,-132"
"271,-90","0,0","35,-13","111,-35","159,-55","177,-63","196,-70","222,-80","242,-83","254,-86","262,-88"
"-400,82","0,0","-57,14","-141,31","-179,38","-248,52","-312,66","-339,72","-360,80","-377,82","-389,82"
"-690,427","0,0","-78,24","-182,69","-282,122","-381,168","-501,240","-599,302","-646,358","-659,396","-674,416"
"451,429","0,0","23,30","175,141","261,242","310,307","331,335","366,359","401,394","415,410","436,422"
"-826,-343","0,0","-106,-24","-422,-128","-548,-185","-634,-223","-676,-248","-737,-281","-778,-311","-805,-327","-820,-335"
"-450,-119","0,0","-17,-4","-91,-25","-231,-71","-339,-104","-386,-123","-412,-132","-423,-133","-432,-135","-440,-134"
"38,474","0,0","-2,34","-11,159","-9,282","-9,356","-9,393","-8,413","8,446","19,471","25,475"
"-71,-475","0,0","-2,-22","-9,-98","-14,-175","-24,-259","-41,-348","-54,-407","-65,-443","-69,-464","-71,-475"
"125,-75","0,0","3,-2","11,-8","29,-18","54,-29","78,-40","100,-53","114,-62","121,-68","124,-72"
"704,-491","0,0","111,-83","424,-271","474,-348","515,-394","565,-431","626,-460","693,-485","711,-493","720,-498"
"-164,-270","0,0","-9,-9","-46,-87","-159,-204","-210,-245","-214,-255","-201,-280","-157,-293","-154,-287","-161,-280"
"477,204","0,0","5,3","33,15","114,46","255,100","385,154","449,183","461,191","461,194","461,197"
"-729,421","0,0","-28,15","-121,53","-309,158","-482,279","-601,376","-669,426","-701,446","-711,450","-719,446"
"-323,-69","0,0","-34,-4","-117,-30","-198,-55","-237,-67","-247,-69","-268,-69","-286,-69","-294,-69","-310,-69"
"525,282","0,0","40,19","214,92","346,156","397,188","433,214","450,227","462,237","500,267","516,280"
"233,262","0,0","42,34","148,109","173,139","173,146","178,156","210,186","221,207","224,226","231,245"
"741,267","0,0","98,30","445,106","523,121","555,132","583,151","631,198","684,233","720,251","729,259"
"499,-63","0,0","105,-14","276,-14","346,-25","389,-36","421,-43","433,-48","454,-54","469,-59","486,-63"
"-204,272","0,0","-22,23","-66,72","-100,139","-132,202","-157,243","-167,257","-175,263","-183,266","-195,270"
"-538,-227","0,0","-26,-8","-146,-57","-292,-115","-367,-147","-399,-168","-429,-185","-450,-193","-495,-206","-526,-220"
"-496,-233","0,0","-29,-20","-179,-98","-334,-161","-401,-180","-415,-183","-434,-192","-466,-211","-477,-222","-486,-227"
"849,-492","0,0","232,-113","605,-265","721,-323","782,-361","827,-394","857,-445","870,-492","868,-507","855,-502"
"202,-166","0,0","35,-44","100,-98","145,-125","149,-131","156,-135","165,-140","178,-149","193,-157","197,-162"
"466,473","0,0","54,109","201,267","255,323","302,355","366,390","420,418","442,441","456,459","466,473"
"315,157","0,0","58,26","161,65","201,83","215,93","236,109","262,124","284,137","293,143","305,149"
"214,134","0,0","47,27","126,63","146,78","156,86","165,93","175,100","184,107","199,118","208,128"
"819,-444","0,0","92,-43","203,-108","280,-156","390,-212","494,-254","580,-289","657,-325","741,-364","799,-407"
"694,317","0,0","71,36","371,150","516,210","531,219","564,239","586,256","606,270","638,286","669,305"
"670,-209","0,0","78,-32","207,-80","270,-105","339,-133","453,-167","541,-186","606,-200","636,-205","658,-206"
"541,311","0,0","59,39","163,102","221,148","264,185","322,219","407,252","479,281","505,294","529,308"
"602,375","0,0","17,26","240,132","465,223","528,256","576,290","615,317","617,335","617,357","610,372"
"755,-179","0,0","53,-23","141,-47","226,-65","320,-88","400,-105","501,-126","587,-143","682,-165","733,-175"
"-326,-81","0,0","-13,-6","-61,-17","-143,-29","-187,-39","-221,-45","-243,-52","-263,-60","-288,-67","-306,-74"
"677,-435","0,0","106,-61","192,-127","292,-171","365,-207","416,-262","472,-310","547,-344","627,-409","649,-433"
"-111,-179","0,0","-5,-20","-30,-74","-51,-105","-63,-113","-79,-122","-92,-132","-98,-144","-104,-155","-108,-169"
"276,-212","0,0","9,-15","57,-52","105,-87","145,-119","175,-147","200,-166","220,-182","240,-194","264,-206"
"-668,-485","0,0","-40,-44","-93,-94","-135,-122","-256,-189","-438,-341","-546,-422","-591,-431","-651,-454","-660,-469"
"-871,416","0,0","-80,37","-347,117","-579,215","-712,294","-781,338","-820,375","-856,402","-876,414","-883,416"
"387,-276","0,0","16,-16","72,-51","157,-102","217,-153","265,-192","302,-222","332,-242","354,-254","370,-266"
"-32,-478","0,0","-1,-68","-11,-242","-9,-319","-17,-366","-21,-389","-24,-409","-23,-432","-28,-458","-30,-468"
"530,-370","0,0","29,-22","152,-98","332,-208","477,-296","536,-341","552,-360","553,-366","553,-369","542,-369"
"892,-164","0,0","164,-52","573,-133","785,-176","838,-180","902,-184","925,-184","935,-182","932,-173","892,-164"
"-49,-294","0,0","-1,-15","2,-66","-10,-139","-29,-200","-40,-243","-46,-271","-49,-281","-49,-286","-49,-290"
"291,-389","0,0","34,-79","112,-197","162,-266","202,-301","236,-327","261,-342","276,-362","286,-381","291,-389"
"-356,287","0,0","-10,14","-52,47","-109,92","-170,146","-221,193","-273,234","-316,263","-342,278","-350,284"
"-461,304","0,0","-10,16","-115,88","-272,192","-349,252","-373,277","-383,284","-398,290","-414,297","-433,300"
"-438,314","0,0","-16,16","-74,54","-165,110","-251,165","-310,211","-349,242","-374,261","-406,288","-430,306"
"133,-268","0,0","7,-6","26,-29","53,-65","78,-105","99,-149","111,-187","122,-218","127,-241","130,-257"
"-379,437","0,0","-69,71","-207,192","-294,282","-330,326","-351,347","-363,365","-371,386","-375,408","-378,417"
"230,313","0,0","11,26","89,112","156,203","164,228","167,240","171,249","193,270","211,291","216,300"
"822,483","0,0","21,23","187,98","339,186","496,279","595,343","678,389","738,421","782,451","804,470"
"-316,-369","0,0","-22,-20","-113,-96","-172,-169","-199,-216","-211,-242","-237,-287","-260,-324","-275,-343","-287,-353"
"408,489","0,0","16,28","95,134","202,277","275,375","323,422","351,444","362,459","377,473","398,483"
"-368,452","0,0","-19,28","-138,152","-240,295","-276,388","-292,436","-308,460","-322,463","-338,462","-359,450"
"-446,-269","0,0","-11,-9","-46,-52","-134,-109","-219,-161","-279,-206","-326,-235","-375,-256","-414,-267","-434,-269"
"-658,-482","0,0","-19,-23","-150,-148","-308,-284","-383,-334","-476,-370","-557,-410","-619,-447","-646,-465","-653,-470"
"-484,221","0,0","-23,10","-104,45","-205,84","-335,135","-408,168","-434,187","-455,203","-465,216","-474,219"
"-231,-369","0,0","-8,-17","-33,-55","-98,-138","-163,-223","-189,-270","-201,-296","-209,-315","-222,-338","-230,-360"
"-648,113","0,0","-33,3","-150,25","-354,67","-465,106","-537,122","-566,124","-581,124","-598,124","-614,120"
"884,-231","0,0","61,-32","367,-113","555,-155","650,-175","723,-189","769,-212","830,-234","850,-240","867,-235"
"-888,-267","0,0","-98,-12","-569,-117","-787,-162","-912,-194","-953,-225","-951,-257","-930,-266","-914,-263","-902,-264"
"-773,131","0,0","-45,15","-207,52","-371,60","-472,62","-511,77","-583,108","-679,128","-699,131","-716,131"
"853,481","0,0","45,42","443,198","622,300","692,341","786,379","849,409","857,446","859,463","853,481"
"-415,496","0,0","-32,36","-165,150","-237,258","-281,327","-309,372","-338,407","-371,438","-401,475","-410,490"
"-669,144","0,0","-69,29","-340,71","-481,97","-535,104","-566,108","-598,125","-621,136","-644,142","-695,142"
"-731,129","0,0","-46,2","-332,8","-472,28","-554,46","-602,75","-656,112","-695,122","-731,113","-737,119"
"-300,-468","0,0","-27,-31","-48,-113","-97,-179","-201,-267","-238,-337","-247,-388","-259,-431","-271,-454","-280,-460"
"-890,476","0,0","-61,31","-248,118","-479,290","-607,370","-644,392","-682,413","-745,444","-818,462","-872,472"
"533,354","0,0","19,25","153,98","364,197","462,253","486,273","500,295","529,317","535,330","535,339"
"-676,444","0,0","-23,12","-159,73","-414,183","-558,270","-618,318","-649,358","-679,403","-690,429","-690,440"
"-113,-484","0,0","-5,-13","-10,-63","-25,-162","-64,-265","-83,-327","-99,-370","-116,-417","-117,-439","-116,-467"
"176,-51","0,0","13,-6","48,-23","94,-35","139,-44","151,-47","157,-48","165,-51","172,-52","176,-51"
"773,-226","0,0","123,-54","272,-94","342,-120","419,-150","516,-172","595,-190","643,-206","707,-219","751,-219"
"-519,462","0,0","-87,57","-256,168","-365,260","-433,330","-489,378","-514,406","-524,427","-527,442","-525,452"
"-878,-344","0,0","-13,-30","-248,-132","-477,-219","-603,-273","-740,-321","-814,-337","-831,-340","-847,-341","-860,-341"
"-370,-386","0,0","-8,-11","-47,-70","-197,-184","-307,-252","-351,-279","-373,-314","-387,-352","-384,-372","-381,-382"
"729,-140","0,0","86,-45","325,-96","479,-122","548,-136","621,-151","676,-161","692,-162","705,-160","715,-150"
"163,-86","0,0","39,-14","94,-28","133,-42","141,-49","144,-54","152,-64","167,-77","168,-82","163,-86"
"830,-95","0,0","117,-18","267,-43","347,-50","425,-61","537,-81","634,-91","730,-91","802,-91","819,-91"
"-425,-373","0,0","-20,-31","-103,-114","-198,-183","-244,-219","-283,-252","-336,-287","-389,-319","-408,-339","-418,-358"
"546,159","0,0","7,5","50,25","208,66","411,108","477,130","482,133","493,140","503,147","519,153"
"-888,278","0,0","-22,7","-180,50","-353,111","-467,158","-564,195","-679,218","-791,241","-869,258","-884,269"
"434,243","0,0","48,27","219,97","293,129","356,158","380,176","387,195","398,218","410,232","419,236"
"322,-293","0,0","22,-29","71,-75","96,-105","138,-138","178,-170","203,-194","238,-225","279,-256","308,-281"
"-675,-203","0,0","-59,-21","-299,-83","-415,-121","-480,-148","-531,-168","-598,-186","-619,-192","-635,-195","-675,-203"
"0,-12","0,0","0,-1","0,-2","0,-4","0,-6","0,-8","0,-9","0,-10","0,-11","0,-12"
"-69,38","0,0","-4,1","-13,5","-24,10","-37,18","-47,24","-55,28","-64,33","-66,36","-69,38"
"-29,-16","0,0","-1,-1","-4,-3","-8,-6","-14,-9","-18,-12","-21,-13","-24,-14","-27,-16","-28,-16"
"-14,24","0,0","-1,1","-3,3","-6,7","-8,11","-10,15","-12,19","-13,21","-14,23","-14,24"
"-48,-12","0,0","-1,-1","-7,-3","-15,-5","-21,-8","-29,-10","-36,-11","-43,-13","-45,-13","-47,-13"
"-54,12","0,0","-5,0","-13,0","-21,1","-30,2","-36,3","-40,5","-44,7","-48,9","-52,11"
"-52,-4","0,0","-5,-1","-11,-2","-16,-2","-24,-3","-32,-3","-39,-3","-44,-3","-45,-3","-47,-4"
"56,35","0,0","1,1","3,3","9,7","17,13","25,21","32,26","40,28","46,30","52,33"
"4,-8","0,0","0,-1","0,-1","1,-2","2,-4","3,-5","3,-6","3,-6","3,-7","4,-7"
"-7,-49","0,0","0,-4","0,-9","-1,-13","-2,-19","-2,-23","-3,-27","-4,-34","-6,-41","-7,-46"
"-88,29","0,0","-9,0","-23,3","-40,8","-54,11","-65,18","-71,22","-75,24","-82,27","-85,28"
"-44,41","0,0","-3,1","-7,7","-9,10","-14,15","-20,19","-27,23","-33,28","-38,33","-41,37"
"-62,-25","0,0","-2,-1","-7,-5","-14,-9","-25,-13","-35,-17","-46,-22","-54,-24","-57,-25","-59,-25"
"18,18","0,0","0,1","4,5","8,8","10,10","13,12","15,14","16,16","18,17","18,18"
"7,-7","0,0","0,-1","0,-1","2,-2","3,-3","4,-3","5,-4","6,-5","6,-6","6,-6"
"-69,6","0,0","-4,0","-10,1","-19,3","-32,5","-44,7","-56,6","-64,6","-66,6","-68,6"
"55,33","0,0","2,2","9,6","18,12","27,17","38,23","49,29","53,32","54,33","54,34"
"1,-3","0,0","0,-1","0,-1","0,-1","0,-2","1,-2","1,-3","1,-3","1,-3","1,-3"
"-47,7","0,0","-4,0","-11,2","-21,2","-27,4","-31,5","-34,5","-38,6","-43,6","-45,6"
"-76,17","0,0","-5,0","-19,3","-39,6","-47,6","-54,8","-60,10","-65,11","-71,14","-74,16"
"8,20","0,0","-1,0","-1,2","1,6","4,11","5,13","5,15","5,16","6,17","7,19"
"22,-37","0,0","2,-4","6,-11","8,-17","9,-22","11,-26","16,-30","19,-32","22,-34","22,-36"
"-9,37","0,0","-2,4","-5,11","-8,20","-10,24","-10,26","-10,29","-10,32","-9,34","-9,36"
"90,-11","0,0","6,-1","18,-4","29,-6","41,-9","51,-11","62,-11","71,-11","78,-11","86,-11"
"-35,-41","0,0","-1,-2","-4,-6","-9,-13","-12,-18","-19,-30","-24,-34","-28,-36","-30,-37","-33,-39"
"14,37","0,0","0,3","1,9","3,16","5,23","7,28","9,32","10,34","11,35","12,36"
"39,44","0,0","3,5","11,15","19,23","25,33","29,38","32,39","36,41","37,43","39,44"
"-80,38","0,0","-3,1","-16,8","-32,18","-54,28","-65,32","-71,34","-76,37","-78,38","-80,38"
"-2,20","0,0","-1,0","-2,3","-2,8","0,15","3,20","3,21","2,21","1,21","0,21"
"44,-7","0,0","5,-1","13,-3","17,-4","24,-4","31,-5","39,-6","46,-6","47,-7","46,-7"
"-23,0","0,0","-1,0","-3,0","-5,0","-8,0","-11,0","-15,0","-18,0","-22,0","-24,-1"
"-24,17","0,0","-2,1","-7,4","-13,7","-17,9","-22,12","-25,14","-26,16","-26,17","-26,17"
"19,48","0,0","1,4","4,13","7,21","9,27","10,34","13,38","16,41","17,44","18,46"
"53,12","0,0","1,0","4,1","9,3","19,6","30,10","41,12","45,13","47,13","51,12"
"24,26","0,0","1,2","7,7","12,12","18,18","20,21","22,24","22,25","23,26","24,26"
"20,-36","0,0","1,-3","5,-7","10,-13","14,-19","17,-26","19,-30","20,-32","20,-34","20,-35"
"9,8","0,0","0,0","0,1","2,2","4,4","5,5","7,6","8,6","8,7","9,8"
"6,42","0,0","1,1","2,2","3,5","4,10","3,19","3,28","3,32","3,33","4,36"
"13,35","0,0","-1,1","1,6","5,12","9,19","13,25","14,30","14,32","14,34","14,34"
"87,28","0,0","7,4","17,10","23,13","34,16","52,20","63,23","72,26","79,28","83,28"
"68,-9","0,0","7,-1","21,-1","30,-2","39,-4","47,-6","55,-7","59,-8","65,-9","68,-9"
"54,-30","0,0","1,-1","11,-7","23,-14","34,-20","41,-23","47,-24","50,-27","51,-28","52,-29"
"52,-16","0,0","1,-1","3,-2","12,-4","26,-8","35,-10","39,-13","45,-15","48,-16","51,-16"
"71,-12","0,0","9,-2","21,-5","30,-6","41,-9","54,-10","60,-10","62,-11","67,-13","69,-12"
"-15,4","0,0","-1,0","-2,0","-3,0","-4,1","-6,2","-9,2","-12,3","-14,3","-15,4"
"-53,-21","0,0","-3,-1","-12,-5","-21,-9","-25,-11","-30,-13","-36,-15","-41,-18","-45,-19","-49,-20"
"60,37","0,0","7,4","22,11","36,18","42,22","45,25","47,28","52,32","58,35","59,36"
"-88,-39","0,0","-2,-2","-6,-5","-16,-11","-30,-18","-44,-25","-67,-33","-89,-38","-95,-40","-90,-39"
"51,-6","0,0","3,-1","11,-1","20,-1","30,-1","38,-1","41,-1","42,-2","44,-2","47,-4"
"-46,-37","0,0","-4,-5","-11,-12","-16,-17","-25,-23","-32,-29","-35,-32","-39,-35","-41,-36","-44,-36"
"23,31","0,0","1,2","5,7","8,11","13,15","15,19","17,21","19,24","21,27","22,29"
"-22,-1","0,0","-1,-1","-4,-1","-8,-2","-13,-2","-16,-2","-17,-2","-17,-2","-18,-2","-20,-2"
"-8,-27","0,0","-1,-3","-3,-7","-5,-11","-6,-16","-6,-19","-7,-22","-8,-25","-8,-26","-8,-27"
"79,38","0,0","3,1","14,7","32,17","48,23","57,27","65,32","70,35","74,37","79,38"
"14,-18","0,0","1,-2","3,-6","7,-10","9,-14","11,-17","12,-18","12,-18","13,-18","14,-18"
"-54,12","0,0","-7,0","-22,0","-39,3","-49,5","-52,6","-53,6","-54,7","-54,8","-54,10"
"17,3","0,0","3,0","10,1","18,3","22,4","22,4","21,4","20,3","19,3","19,3"
"65,38","0,0","3,3","11,7","20,13","29,18","35,23","42,27","52,32","57,35","65,38"
"-83,-2","0,0","-2,-1","-6,-1","-14,-1","-28,-1","-45,-3","-68,-3","-76,-3","-80,-3","-82,-3"
"22,-15","0,0","0,-2","2,-5","7,-8","12,-11","17,-12","19,-13","20,-13","21,-14","22,-15"
"-10,42","0,0","-1,3","-3,10","-5,17","-6,22","-7,26","-7,28","-8,32","-9,36","-10,40"
"29,-23","0,0","1,-2","4,-4","8,-6","13,-11","20,-15","23,-19","26,-21","26,-22","27,-22"
"-3,-40","0,0","-1,-3","-2,-10","-2,-21","-5,-29","-4,-31","-4,-33","-3,-35","-3,-36","-3,-37"
"-81,-31","0,0","-3,-3","-12,-9","-37,-19","-51,-24","-58,-26","-66,-28","-73,-30","-79,-31","-81,-31"
"-28,-2","0,0","-1,-1","-5,-1","-11,-2","-15,-3","-19,-3","-22,-3","-24,-3","-26,-3","-27,-2"
"59,4","0,0","6,1","14,2","21,2","30,2","39,2","47,2","51,2","52,3","56,3"
"-72,34","0,0","-15,4","-39,10","-56,14","-63,17","-68,20","-70,23","-71,27","-72,30","-72,32"
"13,11","0,0","1,1","4,3","6,5","8,7","11,9","13,11","13,12","13,12","14,13"
